id,token,class,freq,standalone_count,top_pos,name_frac,cap_frac,pos_NOUN,pos_VERB,pos_ADJ,pos_ADV,pos_PROPN,pos_PRON,pos_DET,pos_ADP,pos_AUX,pos_PART,pos_CCONJ,pos_SCONJ,pos_NUM,pos_INTJ,pos_other,example_words
653,own,word,3853,3829,ADJ,0.0,0.0,0.0,0.012,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,owned owning owns
676,beautiful,word,3736,3666,ADJ,0.0,0.0,0.0,0.0,0.981,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beautifully
719,true,word,3494,3492,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truest
724,ready,word,3353,3353,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
732,many,word,3300,3300,ADJ,0.0,0.01,0.0,0.0,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
547,sad,word,3296,3266,ADJ,0.0,0.0,0.001,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,saddest sadder saddle
505,soft,word,3121,2948,ADJ,0.0,0.0,0.004,0.041,0.954,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,softened softening softer
703,tall,word,3095,3086,ADJ,0.001,0.001,0.0,0.0,0.994,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tallo
727,excited,word,3060,3060,ADJ,0.0,0.079,0.0,0.165,0.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
489,warm,word,3021,2811,ADJ,0.0,0.0,0.01,0.027,0.931,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,warmly warmer warming
757,curious,word,3002,3002,ADJ,0.053,0.126,0.0,0.0,0.961,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
799,best,word,2970,2970,ADJ,0.0,0.001,0.0,0.0,0.984,0.014,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
753,giant,word,2938,2938,ADJ,0.002,0.002,0.415,0.0,0.582,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
797,young,word,2830,2821,ADJ,0.0,0.001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,youngest
798,special,word,2823,2823,ADJ,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
785,proud,word,2817,2816,ADJ,0.0,0.0,0.0,0.0,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prouder
607,strong,word,2780,2775,ADJ,0.0,0.0,0.001,0.0,0.998,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strongly stronghold
744,great,word,2707,2660,ADJ,0.023,0.024,0.016,0.0,0.958,0.003,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,greatness greatly
842,next,word,2686,2686,ADJ,0.001,0.035,0.0,0.0,0.754,0.243,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
929,wise,word,2527,2460,ADJ,0.008,0.008,0.008,0.0,0.979,0.002,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wiser wisest
899,heavy,word,2493,2493,ADJ,0.0,0.0,0.005,0.0,0.96,0.032,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
869,tiny,word,2452,2452,ADJ,0.004,0.004,0.0,0.0,0.994,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
646,long,word,2400,2393,ADJ,0.0,0.011,0.001,0.002,0.565,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,longs longest
934,magical,word,2375,2365,ADJ,0.001,0.001,0.001,0.0,0.994,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,magically
942,alive,word,2275,2275,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
967,high,word,2212,2100,ADJ,0.0,0.001,0.01,0.001,0.545,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,highest highlight highs
590,secret,word,2178,2136,ADJ,0.012,0.014,0.39,0.0,0.582,0.016,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,secretly secretive
999,scared,word,2159,2159,ADJ,0.0,0.0,0.0,0.117,0.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1010,wide,word,2155,1983,ADJ,0.0,0.0,0.0,0.003,0.622,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wider widely widen
986,free,word,2112,2013,ADJ,0.003,0.003,0.002,0.082,0.91,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freeing freeze freer
973,colorful,word,2107,2107,ADJ,0.001,0.003,0.0,0.0,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
913,real,word,2082,2082,ADJ,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1011,sweet,word,2074,1717,ADJ,0.0,0.0,0.086,0.001,0.861,0.041,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sweets sweetly sweetest
1005,last,word,2070,2013,ADJ,0.0,0.003,0.0,0.143,0.637,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lasting lasts lasted
963,shiny,word,2066,2066,ADJ,0.001,0.001,0.0,0.0,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
814,quiet,word,1994,1943,ADJ,0.003,0.003,0.046,0.009,0.941,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quieter quieted quietest
1022,different,word,1923,1846,ADJ,0.0,0.0,0.0,0.0,0.958,0.041,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,differently
984,open,word,1800,1777,ADJ,0.0,0.0,0.006,0.348,0.615,0.03,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,openly
640,kind,word,1796,1625,ADJ,0.006,0.006,0.375,0.003,0.541,0.072,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,kindly kinds kinder
1089,cold,word,1744,1598,ADJ,0.0,0.0,0.097,0.005,0.893,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,colder coldest coldness
1096,better,word,1697,1696,ADJ,0.0,0.0,0.001,0.0,0.79,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,betterment
1119,brighter,word,1609,1609,ADJ,0.0,0.0,0.047,0.006,0.666,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
938,good,word,1581,1513,ADJ,0.0,0.0,0.07,0.0,0.922,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,goods goodness goodnight
939,loud,word,1555,1529,ADJ,0.0,0.001,0.002,0.0,0.947,0.048,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loudest loudness
1218,close,word,1509,1428,ADJ,0.0,0.0,0.07,0.133,0.478,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,closet closes closest
1197,funny,word,1422,1422,ADJ,0.001,0.001,0.0,0.0,0.975,0.02,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1238,blue,word,1422,1340,ADJ,0.034,0.034,0.162,0.001,0.786,0.001,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blues bluebird bluebell
1246,silly,word,1386,1386,ADJ,0.007,0.007,0.0,0.003,0.983,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1257,gentle,word,1384,1380,ADJ,0.0,0.0,0.022,0.0,0.976,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gentlemen gentleman
1221,stronger,word,1349,1349,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1300,right,word,1337,1317,ADJ,0.0,0.0,0.04,0.002,0.643,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,rightfully rights rightful
1279,empty,word,1322,1322,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1319,lonely,word,1196,1196,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1354,safe,word,1187,1163,ADJ,0.0,0.0,0.002,0.0,0.997,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safer safest
1379,thick,word,1151,1066,ADJ,0.0,0.0,0.01,0.03,0.936,0.008,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thicker thickened thicket
1436,golden,word,1111,1091,ADJ,0.042,0.043,0.0,0.0,0.932,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goldendale goldendusk goldentown
1444,worried,word,1089,1088,ADJ,0.008,0.01,0.0,0.284,0.704,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worriedly
1472,dusty,word,1086,1086,ADJ,0.012,0.012,0.013,0.0,0.959,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1442,surprised,word,1038,1038,ADJ,0.006,0.018,0.0,0.161,0.833,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1440,sunny,word,1037,1025,ADJ,0.002,0.006,0.0,0.0,0.986,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunnyville sunnyvale
1478,cool,word,1012,923,ADJ,0.0,0.0,0.028,0.017,0.948,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,cooler coolness coolest
1504,amazing,word,968,932,ADJ,0.001,0.001,0.0,0.0,0.962,0.003,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,amazingly
1499,wrong,word,945,894,ADJ,0.0,0.0,0.026,0.038,0.929,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wronged wrongs wrongness
1553,important,word,942,913,ADJ,0.0,0.0,0.0,0.0,0.969,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,importantly
1520,red,word,940,860,ADJ,0.01,0.01,0.153,0.03,0.791,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,redemption reds rediscover
1582,ancient,word,917,905,ADJ,0.0,0.0,0.013,0.0,0.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ancients
1579,nervous,word,911,798,ADJ,0.0,0.0,0.012,0.0,0.875,0.112,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nervously nervousness
1602,green,word,910,847,ADJ,0.067,0.067,0.062,0.001,0.793,0.0,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,greenvale greens greener
1606,confused,word,870,870,ADJ,0.011,0.046,0.0,0.295,0.694,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1614,clever,word,869,777,ADJ,0.0,0.0,0.084,0.001,0.907,0.002,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cleverness cleverest cleverly
1609,amazed,word,856,856,ADJ,0.0,0.0,0.0,0.014,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1628,lighter,word,837,837,ADJ,0.0,0.0,0.0,0.0,0.978,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1638,dear,word,823,792,ADJ,0.014,0.039,0.072,0.004,0.557,0.044,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,dearly dears dearest
1590,broken,word,804,804,ADJ,0.011,0.011,0.0,0.443,0.546,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1657,afraid,word,795,795,ADJ,0.0,0.0,0.0,0.0,0.996,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1542,wild,word,788,670,ADJ,0.005,0.006,0.15,0.0,0.844,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wildflowers wildest wildfire
1282,eager,word,775,768,ADJ,0.048,0.049,0.006,0.0,0.92,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eagerness
1713,invisible,word,758,758,ADJ,0.001,0.001,0.0,0.0,0.997,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1694,friendly,word,754,754,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1393,clear,word,745,638,ADJ,0.0,0.0,0.0,0.122,0.789,0.087,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clearly clearer clearest
1782,grateful,word,735,703,ADJ,0.01,0.013,0.0,0.0,0.946,0.044,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gratefully
1681,shimmering,word,717,717,ADJ,0.001,0.001,0.223,0.303,0.473,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1678,same,word,716,716,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1761,tired,word,709,702,ADJ,0.0,0.0,0.01,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tiredness
1773,low,word,706,603,ADJ,0.0,0.0,0.006,0.072,0.644,0.276,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lower lowered lowering
1760,favorite,word,690,684,ADJ,0.0,0.0,0.019,0.0,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,favorites
1936,fierce,word,683,578,ADJ,0.0,0.0,0.006,0.018,0.849,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fiercely fiercest fiercer
1645,calm,word,662,613,ADJ,0.002,0.002,0.124,0.204,0.665,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calming calmness calmer
1807,busy,word,651,651,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1716,perfect,word,646,616,ADJ,0.0,0.0,0.042,0.009,0.946,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,perfection perfected perfecting
1821,enchanted,word,635,635,ADJ,0.019,0.019,0.0,0.235,0.746,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1041,grand,word,629,540,ADJ,0.004,0.004,0.129,0.002,0.857,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grandpa grandparents granddaughter
1824,okay,word,627,627,ADJ,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,
1899,powerful,word,619,619,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1978,wonderful,word,597,563,ADJ,0.0,0.0,0.0,0.0,0.943,0.055,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wonderfully
1951,shy,word,582,521,ADJ,0.0,0.0,0.027,0.003,0.892,0.076,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shyly shyness shying
2034,simple,word,573,525,ADJ,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simplest simpler
1944,distant,word,572,570,ADJ,0.0,0.0,0.0,0.0,0.995,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,distantly
1023,quick,word,563,524,ADJ,0.01,0.012,0.004,0.053,0.917,0.009,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,quickened quickening quicken
1995,few,word,558,551,ADJ,0.0,0.0,0.0,0.0,0.996,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fewer
2005,unsure,word,544,544,ADJ,0.0,0.0,0.296,0.011,0.684,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1997,greatest,word,522,522,ADJ,0.002,0.002,0.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023,large,word,511,490,ADJ,0.0,0.0,0.0,0.0,0.994,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,largest
2223,late,word,506,456,ADJ,0.0,0.016,0.0,0.0,0.617,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lately latest
2039,vast,word,505,421,ADJ,0.0,0.0,0.156,0.0,0.842,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vastness
2107,careful,word,485,485,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2142,biggest,word,474,474,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2133,vibrant,word,468,468,ADJ,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1844,silent,word,463,463,ADJ,0.054,0.054,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2195,scary,word,461,461,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2096,bigger,word,459,459,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2121,joyful,word,453,453,ADJ,0.013,0.013,0.0,0.0,0.954,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2193,worth,word,442,402,ADJ,0.0,0.0,0.147,0.0,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worthy worthless worthwhile
2201,angry,word,439,439,ADJ,0.002,0.005,0.0,0.0,0.998,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2230,huge,word,438,438,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2209,fluffy,word,435,434,ADJ,0.071,0.076,0.0,0.0,0.908,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fluffytopia
2214,bad,word,434,393,ADJ,0.0,0.0,0.06,0.0,0.903,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,badly badger badge
1480,honest,word,432,415,ADJ,0.014,0.014,0.002,0.0,0.944,0.039,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honestly
2119,cruel,word,410,361,ADJ,0.0,0.0,0.098,0.0,0.888,0.012,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruelty cruelly cruelest
2272,fresh,word,404,401,ADJ,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,freshest fresher freshly
2287,orange,word,399,376,ADJ,0.0,0.0,0.464,0.013,0.469,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oranges
976,fair,word,398,374,ADJ,0.003,0.003,0.374,0.0,0.611,0.013,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fairground fairness fairs
2422,final,word,374,364,ADJ,0.0,0.0,0.027,0.0,0.973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finals finale finality
2411,unknown,word,372,368,ADJ,0.005,0.005,0.374,0.0,0.621,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknowns
2314,snowy,word,368,368,ADJ,0.016,0.016,0.008,0.0,0.916,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,
2383,sure,word,365,339,ADJ,0.0,0.004,0.0,0.0,0.756,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,surely
2367,mysterious,word,357,310,ADJ,0.0,0.005,0.0,0.0,0.849,0.132,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mysteriously
2364,whole,word,356,356,ADJ,0.0,0.0,0.031,0.0,0.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2529,playful,word,356,296,ADJ,0.0,0.0,0.006,0.0,0.831,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,playfully playfulness
2431,pink,word,355,343,ADJ,0.0,0.0,0.175,0.023,0.794,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pinks pinky
2379,weak,word,350,257,ADJ,0.0,0.0,0.109,0.023,0.826,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weakness weaker weakly
2429,white,word,337,333,ADJ,0.0,0.0,0.062,0.0,0.914,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whites whiter
2720,cheerful,word,337,283,ADJ,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cheerfully
2476,newfound,word,332,332,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2415,cozy,word,331,331,ADJ,0.0,0.0,0.003,0.0,0.955,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2146,unexpected,word,322,322,ADJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
